Challenge,Cartographer,Map,Links,Area,City,Topics,Types,Tools
**05** ^Blue^,**@PratapVardhan** ^Pratap Vardhan^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/PratapVardhan_05.jpg),[tweet](https://twitter.com/PratapVardhan/status/1324564133166141442) ,,,,,Python
**11** ^3D^,**@EnriqueRetamoza** ^El Reta^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/EnriqueRetamoza_11.jpg),[tweet](https://twitter.com/EnriqueRetamoza/status/1327526065976217602) ,Mexico,,,,
**10** ^Grid^,**@resource_watch** ^Resource Watch^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/resource_watch_10.jpg),[tweet](https://twitter.com/resource_watch/status/1326180563661836288) ,New Zealand,,,,
**10** ^Grid^,**@cbuterez** ^Cezar Buterez^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/cbuterez_10.jpg),[tweet](https://twitter.com/cbuterez/status/1326162157050933248) ,,,,,
**04** ^Hexagons^,**@tkardi** ^Tõnis Kärdi^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/tkardi_04.jpg),[tweet](https://twitter.com/tkardi/status/1324680520559722498) ,,,,,"QGIS, PostgreSQL"
**06** ^Red^,**@burdGIS** ^Oliver Burdekin^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/burdGIS_06.jpg),[tweet](https://twitter.com/burdGIS/status/1324679982854082561) ,USA,,environment,,"QGIS, Google Earth Engine"
**18** ^Land use^,**@ksituan** ^Alex McPhee^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ksituan_18.jpg),[tweet](https://twitter.com/ksituan/status/1329078772901974024) ,Canada,,,,"QGIS, Inkscape"
**16** ^Islands^,**@TeemuSaloriutta** ^Teemu Saloriutta^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/TeemuSaloriutta_16.png),[tweet](https://twitter.com/TeemuSaloriutta/status/1328249799511068672) ,,,,,
**19** ^NULL^,**@SavoirsEnBulles** ^Les Savoirs Ambulants^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/SavoirsEnBulles_19.jpg),[tweet](https://twitter.com/SavoirsEnBulles/status/1329335833271394304) [web](https://www.lessavoirsambulants.fr/p/30daymapchallenge.html),,,,,
**02** ^Lines^,**@seateazen** ^Francis Gasgonia^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/seateazen_02.jpg),[tweet](https://twitter.com/seateazen/status/1323241419142701056) ,,,,,
**15** ^Connections^,**@AndriyYaremenko** ^Andriy Yaremenko^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/AndriyYaremenko_15.jpg),[tweet](https://twitter.com/AndriyYaremenko/status/1327885776047239168) ,,,,,
**03** ^Polygons^,**@rorich** ^R.Richard^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/rorich_03.jpg),[tweet](https://twitter.com/rorich/status/1323748537784479747) ,,,,,R
**28** ^Non-geographic^,**@jdeltoro1973** ^Yúum-K'aak-Náab^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/jdeltoro1973_28.jpg),[tweet](https://twitter.com/jdeltoro1973/status/1332928273316188160) ,,,,,
**06** ^Red^,**@yeyomourglia** ^Yeyo^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/yeyomourglia_06.png),[tweet](https://twitter.com/yeyomourglia/status/1324694038298198016) ,,,,,R
**12** ^Non-GIS^,**@ErwanRivault** ^Erwan Rivault^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ErwanRivault_12.jpg),[tweet](https://twitter.com/ErwanRivault/status/1326799900374425600) ,Italy,Venice,,,Townscaper
**14** ^Climate change^,**@lxndrkp** ^Alexandra Kapp^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/lxndrkp_14.jpg),[tweet](https://twitter.com/lxndrkp/status/1327555172701245440) ,,,,,R
**01** ^Points^,**@OrdnanceSurvey** ^Ordnance Survey^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/OrdnanceSurvey_01.jpg),[tweet](https://twitter.com/OrdnanceSurvey/status/1322819429621747713) ,UK,,,,
**28** ^Non-geographic^,**@Koen_VdE** ^Koen Van den Eeckhout^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Koen_VdE_28.jpg),[tweet](https://twitter.com/Koen_VdE/status/1332716801726222339) ,,,,,
**09** ^Monochrome^,**@sugoiboi40** ^Justin K^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/sugoiboi40_09.jpg),[tweet](https://twitter.com/sugoiboi40/status/1325999600134545414) ,,,,,
**25** ^COVID-19^,**@JPeterPeters** ^J Peter Squared^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/JPeterPeters_25.jpg),[tweet](https://twitter.com/JPeterPeters/status/1331786897966858243) ,,,,,
**03** ^Polygons^,**@jmtoralc** ^Manuel Toral^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/jmtoralc_03.jpg),[tweet](https://twitter.com/jmtoralc/status/1323810675425222656) ,,,,,
**03** ^Polygons^,**@Arnold_Platon** ^Arnold Platon^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/Arnold_Platon_03.jpg),[tweet](https://twitter.com/Arnold_Platon/status/1323626361404182535) ,,,,,
**16** ^Islands^,**@laurentgontier** ^laurent gontier^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/laurentgontier_16.jpg),[tweet](https://twitter.com/laurentgontier/status/1328336776210079744) ,,,,,
**15** ^Connections^,**@samwise_v** ^Sam J^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/samwise_v_15.jpg),[tweet](https://twitter.com/samwise_v/status/1328045295750541314) ,World,,,,
**15** ^Connections^,**@sporella** ^Steph Orellana Bello^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/sporella_15.png),[tweet](https://twitter.com/sporella/status/1328099709240557568) ,,,,,R
**01** ^Points^,**@lecartographe** ^Le Cartographe^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/lecartographe_01.jpg),[tweet](https://twitter.com/lecartographe/status/1322949878180421633) ,,,,,ArcGIS
**05** ^Blue^,**@ksituan** ^Alex McPhee^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ksituan_05.jpg),[tweet](https://twitter.com/ksituan/status/1324374293690507264) ,Canada,,agriculture,,"QGIS, Inkscape"
**04** ^Hexagons^,**@crisalpuche** ^Cris^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/crisalpuche_04.jpg),[tweet](https://twitter.com/crisalpuche/status/1326190898179354624) ,,,,,
**10** ^Grid^,**@popelnuhh** ^Zlata Popelnuh^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/popelnuhh_10.jpg),[tweet](https://twitter.com/popelnuhh/status/1326217428909641728) ,,,,,
**04** ^Hexagons^,**@ChekosWH** ^el sergio sánchez 🇲🇽^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/ChekosWH_04.jpg),[tweet](https://twitter.com/ChekosWH/status/1324167227143172097) ,,,,,
**15** ^Connections^,**@burdGIS** ^Oliver Burdekin^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/burdGIS_15.jpg),[tweet](https://twitter.com/burdGIS/status/1327998211324325888) ,,,,,
**02** ^Lines^,**@darioingiusto** ^Dario Ingiusto^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/darioingiusto_02.jpg),[tweet](https://twitter.com/darioingiusto/status/1323223462152949760) ,,,,,
**03** ^Polygons^,**@salmayarista** ^Salma Yarista^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/salmayarista_03.jpg),[tweet](https://twitter.com/salmayarista/status/1323985531097796611) ,"Indonesia, Netherlands","Bekasi, Delft",,,
**04** ^Hexagons^,**@JuanEstellerR** ^Juan Esteller^,![Map](https://david.frigge.nz/30DayMapChallenge2020/thumbnails/JuanEstellerR_04.jpg),[tweet](https://twitter.com/JuanEstellerR/status/1323946929915629568) ,,,,,
